owner,repo_name,owner_type,fork,homepage,size,stars_cnt,language,forks_count,topics,created_at
1230young,bizgen,User,False,,3956.0,240.0,Python,31.0,[],2025-03-26T04:29:28Z
MooreThreads,LiteGS,Organization,False,,309518.0,107.0,Cuda,3.0,['gaussian-splatting'],2024-10-23T03:44:36Z
CodeUpdaterBot,ClickUi,User,False,https://clickui.app,1198.0,345.0,Python,26.0,"['ai', 'chatgpt', 'claude', 'deepseek', 'hotkeys', 'kokoro', 'ollama', 'open-source', 'openai', 'python', 'sonos', 'whisper']",2025-02-27T10:57:38Z
Huage001,CLEAR,User,False,,4697.0,204.0,Python,7.0,[],2024-12-19T15:29:15Z
dhcode-cpp,X-R1,User,False,,2235.0,700.0,Python,88.0,[],2025-02-11T06:07:00Z
by-luckk,PhysGen3D,User,False,https://by-luckk.github.io/PhysGen3D/,110783.0,182.0,Python,5.0,[],2025-03-23T17:06:22Z
visomaster,VisoMaster,Organization,False,,30075.0,723.0,Python,101.0,"['ai', 'computer-vision', 'deepfake', 'face-editor', 'faceswap', 'live-portrait', 'video-editor']",2025-01-27T06:30:26Z
hanruihua,NeuPAN,User,False,,2946.0,341.0,Python,32.0,"['collision-avoidance', 'end-to-end', 'model-based-learning', 'robot-navigation']",2024-02-06T10:05:57Z
url-kaist,MambaGlue,Organization,False,,6260.0,161.0,Python,11.0,"['deep-learning', 'feature-matching', 'image-matching', 'lightglue', 'mamba', 'matching-algorithm', 'relative-pose-estimation', 'superglue']",2024-10-01T12:44:23Z
PrunaAI,pruna,Organization,False,https://www.pruna.ai/,9186.0,646.0,Python,21.0,[],2025-03-11T14:03:49Z
stepfun-ai,Step-Video-T2V,Organization,False,,12090.0,2804.0,Python,247.0,[],2025-02-08T08:46:51Z
pat-jj,DeepRetrieval,User,False,https://pat-jj.github.io/DeepRetrieval-AI/,550076.0,389.0,Python,58.0,[],2025-02-20T05:04:03Z
StanfordVL,CS131_release,Organization,False,http://cs131.stanford.edu,179882.0,476.0,Jupyter Notebook,408.0,[],2017-10-03T18:57:27Z
RLHFlow,Online-DPO-R1,Organization,False,,10876.0,237.0,Python,31.0,[],2025-02-12T00:33:18Z
Dispatcharr,Dispatcharr,Organization,False,,17645.0,138.0,Python,12.0,[],2025-02-18T17:15:37Z
henryalps,OpenManus,User,False,,69.0,397.0,Python,108.0,[],2025-03-06T10:42:34Z
PrimeIntellect-ai,genesys,Organization,False,,975.0,122.0,Python,10.0,[],2025-01-22T20:07:04Z
asiff00,On-Device-Speech-to-Speech-Conversational-AI,User,False,https://youtu.be/x92FLnwf-nA,25739.0,112.0,Python,18.0,"['asr', 'audio-processing', 'conversational-ai', 'kokoro-tts', 'ollama', 'speech-to-speech', 'tts', 'vad', 'voice-assistant']",2025-01-02T11:03:35Z
huangjia2019,rag-in-action,User,False,https://u.geekbang.org/subject/airag/1009927,69397.0,103.0,Jupyter Notebook,60.0,"['agent', 'ai', 'llm', 'rag']",2025-03-06T07:42:09Z
pipecat-ai,pipecat,Organization,False,,74772.0,5693.0,Python,695.0,"['ai', 'chatbot-framework', 'chatbots', 'real-time', 'voice', 'voice-assistant']",2023-12-27T12:59:00Z
SimonAytes,SoT,User,False,,70.0,107.0,Python,21.0,"['ai', 'efficient-inference', 'llm', 'llm-inference', 'prompting']",2025-03-03T09:44:33Z
phalanx-hk,kaggle_template,User,False,,11365.0,279.0,Dockerfile,12.0,[],2020-08-12T07:48:49Z
prakharsr,audiobook-creator,User,False,,60251.0,225.0,Python,18.0,[],2025-02-11T13:30:50Z
RVC-Boss,GPT-SoVITS,User,False,,13339.0,44401.0,Python,4946.0,"['text-to-speech', 'tts', 'vits', 'voice-clone', 'voice-cloneai', 'voice-cloning']",2024-01-14T18:05:21Z
modelscope,DiffSynth-Engine,Organization,False,,144707.0,106.0,Python,9.0,[],2025-02-07T09:49:48Z
kwsong0113,diffusion-forcing-transformer,User,False,https://boyuan.space/history-guidance,1815.0,266.0,Python,9.0,"['diffusion-models', 'generative-ai', 'image-to-video', 'transformer', 'video-generation']",2025-02-11T11:25:43Z
FoundationVision,Liquid,Organization,False,https://foundationvision.github.io/Liquid/,33113.0,525.0,Python,28.0,"['autoregressive-models', 'generative', 'generative-ai', 'image-gen', 'large-language-models', 'llms', 'multimodal-large-language-models', 'text-to-image', 'text-to-image-generation']",2024-12-12T14:29:17Z
zhang0jhon,diffusion-4k,User,False,,5873.0,181.0,Python,3.0,[],2025-02-28T07:50:55Z
taosdata,TDengine,Organization,False,https://tdengine.com,621986.0,23771.0,C,4902.0,"['bigdata', 'cloud-native', 'cluster', 'connected-vehicles', 'database', 'distributed', 'financial-analysis', 'industrial-iot', 'iot', 'metrics', 'monitoring', 'scalability', 'sql', 'tdengine', 'time-series', 'time-series-database', 'tsdb']",2019-07-11T08:33:48Z
mit-han-lab,Block-Sparse-Attention,Organization,False,,641.0,193.0,C++,7.0,[],2024-10-05T07:34:02Z
thousandbrainsproject,tbp.monty,Organization,False,https://thousandbrainsproject.readme.io,88262.0,310.0,Python,142.0,"['machine-learning', 'sensorimotor-inference', 'sensorimotor-learning', 'thousandbrainsproject']",2024-11-13T15:51:49Z
ensemble-core,NdLinear,Organization,False,https://ensemblecore.ai,81.0,225.0,Python,14.0,[],2025-03-21T08:28:53Z
mahmoodlab,TRIDENT,Organization,False,https://trident-docs.readthedocs.io,3104.0,180.0,Python,25.0,[],2025-02-10T22:27:39Z
snldmt,SPARS3R,User,False,,18430.0,101.0,Python,2.0,[],2024-11-15T18:41:58Z
xinnan-tech,xiaozhi-esp32-server,User,False,,56472.0,3759.0,Python,1353.0,"['dify', 'esp32', 'xiaozhi-esp32']",2025-02-02T14:25:16Z
kubeflow,trainer,Organization,False,https://www.kubeflow.org/docs/components/training,104941.0,1767.0,Python,772.0,"['ai', 'distributed', 'fine-tuning', 'gpu', 'huggingface', 'jax', 'kubeflow', 'kubernetes', 'llm', 'machine-learning', 'mlops', 'python', 'pytorch', 'tensorflow', 'xgboost']",2017-06-28T18:38:14Z
2toinf,UniAct,User,False,https://2toinf.github.io/UniAct/,230328.0,131.0,Python,9.0,"['embodied-ai', 'foundation-models', 'robotics', 'universal-actions', 'vision-language-action']",2025-01-14T08:28:44Z
qi-hua,async_cosyvoice,User,False,,2122.0,217.0,Jupyter Notebook,25.0,[],2025-02-25T08:01:57Z
allenai,ai2-scholarqa-lib,Organization,False,https://allenai.org/blog/ai2-scholarqa,3895.0,153.0,Python,25.0,"['multidoc-qa', 'question-answering', 'scholarly']",2025-02-06T07:33:47Z
DreamTechAI,Direct3D,User,False,https://www.neural4d.com,163046.0,169.0,Python,8.0,[],2025-02-09T14:43:14Z
Albusgive,wheel_legged_genesis,User,False,,4011215.0,189.0,Makefile,12.0,[],2025-02-08T14:42:41Z
Zyphra,Zonos,Organization,False,https://playground.zyphra.com/audio,2984.0,6418.0,Python,695.0,[],2025-02-07T00:32:44Z
hkust-nlp,simpleRL-reason,Organization,False,,13401.0,3481.0,Python,260.0,[],2025-01-25T07:16:58Z
lxulxu,WatermarkRemover,User,False,,5980.0,515.0,Python,122.0,[],2022-03-12T11:47:06Z
ArthurBrussee,brush,User,False,,95126.0,1614.0,Rust,65.0,"['gaussian-splatting', 'graphics', 'reconstruction']",2024-02-23T16:50:13Z
sh-lee-prml,PeriodWave,User,False,,1996.0,186.0,Python,12.0,[],2024-08-14T03:45:46Z
lucidrains,improving-transformers-world-model-for-rl,User,False,,651.0,105.0,Python,2.0,"['artificial-intelligence', 'attention-mechanism', 'deep-learning', 'model-based-reinforcement-learning', 'transformers', 'world-models']",2025-02-09T15:00:51Z
CerebriumAI,examples,Organization,False,https://docs.cerebrium.ai/,100219.0,475.0,Python,62.0,"['ai', 'gpu', 'llms', 'ml', 'mlops', 'serverless', 'serverless-functions']",2023-04-10T23:52:10Z
liuff19,Video-T1,User,False,https://liuff19.github.io/Video-T1/,7640.0,248.0,Python,14.0,"['aigc', 'chain-of-thought', 'test-time-scaling', 'video', 'video-generation']",2025-03-24T11:24:03Z
XiaomingX,data-cve-poc,User,False,https://twitter.com/seclink,1011369.0,179.0,Java,33.0,"['cve', 'exp', 'poc', 'rpc', 'security', 'vulnerability']",2024-11-10T23:08:42Z
3DTopia,LayerPano3D,Organization,False,https://ys-imtech.github.io/projects/LayerPano3D/,91541.0,210.0,Python,5.0,[],2024-08-23T07:52:58Z
facebookresearch,all-atom-diffusion-transformer,Organization,False,,1661.0,178.0,Python,17.0,[],2025-03-04T07:29:02Z
jax-ml,jax-llm-examples,Organization,False,,2185.0,101.0,Python,13.0,[],2025-02-06T01:31:02Z
2977094657,BilibiliHistoryFetcher,User,False,https://github.com/2977094657/BiliHistoryFrontend,1680.0,578.0,Python,22.0,[],2024-10-05T10:13:45Z
DataScienceUIBK,Rankify,Organization,False,https://rankify.readthedocs.io/,5373.0,422.0,Python,34.0,"['agent', 'ai', 'chatgpt', 'information-retrieval', 'llm', 'nlp', 'question-answering', 'rag', 'ranked-retrieval', 'reranking', 'retrieval', 'retrival-augmented-generation']",2025-02-09T21:03:29Z
zstar1003,ragflow-plus,User,False,,48851.0,161.0,TypeScript,29.0,[],2025-03-24T02:25:37Z
Fintech-Dreamer,FinSynth,Organization,False,,50030.0,117.0,JavaScript,18.0,[],2025-03-06T08:18:23Z
lucasnewman,nanospeech,User,False,,1344.0,150.0,Python,12.0,"['mlx', 'pytorch', 'text-to-speech', 'tts']",2025-02-09T17:49:25Z
masterFoad,NanoSage,User,False,,102.0,235.0,Python,30.0,"['ai-researcher', 'algorithms', 'cli', 'gemma', 'knowledge-base', 'local', 'monte-carlo-search', 'nanosage', 'ollama', 'python3', 'rag', 'recursive-search', 'report', 'small-language-models']",2025-02-09T17:45:29Z
facebookresearch,vggt,Organization,False,,65979.0,5254.0,Python,454.0,[],2025-02-18T18:32:14Z
PeidongLi,SSR,User,False,,4272.0,146.0,Python,14.0,[],2024-09-24T09:52:24Z
YvanYin,GoalFlow,User,False,,72974.0,143.0,Python,4.0,"['autonomous-driving', 'end-to-end-driving', 'trajectory-generation', 'trajectory-planning']",2025-02-27T09:13:06Z
wisent-ai,wisent-guard,Organization,False,https://www.wisent.ai/,53117.0,327.0,Python,18.0,"['ai', 'explainability', 'llms', 'safeguards', 'security']",2025-03-22T23:49:54Z
zju3dv,EnvGS,Organization,False,https://zju3dv.github.io/envgs,39504.0,168.0,Python,6.0,"['2dgs', '3dgs', 'cuda', 'optix', 'path-tracing', 'ray-tracing', 'reflection']",2024-12-19T17:05:46Z
IamCreateAI,LayerAnimate,Organization,False,https://layeranimate.github.io,10331.0,152.0,Python,6.0,[],2025-01-15T02:04:17Z
gempy-project,gempy,Organization,False,https://gempy.org,539284.0,1082.0,Python,246.0,"['bayesian', 'complex-geological-models', 'geological', 'geology', 'geoscience', 'implicit', 'interpolation', 'modeling', 'monte-carlo-simulation', 'python', 'torch', 'uncertainties', 'uncertainty-analysis', 'uq']",2017-07-04T11:32:12Z
Gen-Verse,ReasonFlux,Organization,False,https://arxiv.org/abs/2502.06772,13057.0,374.0,Python,28.0,"['chain-of-thought', 'deepseek-r1', 'deepseek-v3', 'llm-rlhf', 'o1-mini', 'o1-preview', 'reinforcement-learning', 'sft-data']",2025-02-10T11:04:39Z
nvidia-cosmos,cosmos-predict1,Organization,False,https://research.nvidia.com/labs/dir/cosmos-predict1,26403.0,156.0,Jupyter Notebook,34.0,[],2025-03-02T15:23:18Z
inclusionAI,AReaL,Organization,False,https://huggingface.co/inclusionAI,5523.0,1136.0,Python,50.0,"['llm', 'llm-reasoning', 'machine-learning-systems', 'mlsys', 'reinforcement-learning', 'rl']",2025-02-24T07:23:43Z
FoundationVision,FlashVideo,Organization,False,https://foundationvision.github.io/flashvideo-page/,1526.0,423.0,Python,23.0,"['diffusion-models', 'efficient-generative-model', 'generative-models', 'text-to-video', 'video-generation']",2025-02-07T07:47:25Z
kyutai-labs,moshivis,Organization,False,,5925.0,187.0,Python,26.0,[],2025-03-20T14:46:12Z
KodCode-AI,kodcode,Organization,False,https://kodcode-ai.github.io/,42538.0,201.0,Python,10.0,"['code-generation', 'coding', 'dataset', 'large-language-models', 'nlp', 'paper', 'supervised-finetuning', 'synthetic-data', 'synthetic-dataset-generation']",2025-02-21T06:16:48Z
BUTSpeechFIT,DiariZen,Organization,False,,52232.0,183.0,Jupyter Notebook,12.0,[],2024-08-09T07:13:31Z
CJReinforce,PURE,User,False,,33260.0,103.0,Python,3.0,"['llm', 'mathematics', 'o1', 'r1', 'reasoning', 'reinforcement-finetuning', 'reinforcement-learning', 'rl']",2025-02-09T10:56:28Z
lpiccinelli-eth,UniK3D,User,False,https://lpiccinelli-eth.github.io/pub/unik3d/,74308.0,389.0,Python,19.0,"['3d-estimation', 'camera-calibration', 'computer-vision', 'depth-estimation']",2025-01-10T08:34:51Z
yeliudev,VideoMind,User,False,https://arxiv.org/abs/2503.13444,2107.0,172.0,Python,16.0,[],2025-03-17T17:51:57Z
ray-project,deltacat,Organization,False,,5826.0,204.0,Python,35.0,[],2021-08-11T23:42:44Z
bartn8,stereoanywhere,User,False,https://stereoanywhere.github.io/,2301.0,157.0,Python,0.0,"['monocular-depth-estimation', 'non-lambertian', 'stereo-matching', 'zero-shot']",2024-11-28T13:26:43Z
Anemll,Anemll,User,False,,2474.0,326.0,Swift,11.0,[],2025-01-06T01:15:08Z
defog-ai,sqlcoder,Organization,False,,1462.0,3714.0,Jupyter Notebook,242.0,[],2023-08-17T21:19:32Z
yandexdataschool,speech_course,Organization,False,,248505.0,234.0,Jupyter Notebook,75.0,"['asr', 'dsp', 'tts', 'vqe']",2021-02-15T14:18:39Z
deepseek-ai,DeepSeek-V3,Organization,False,,1764.0,95868.0,Python,15567.0,[],2024-12-26T09:52:40Z
CHILDEDUAI,aichildedu,User,False,https://aichildedu.xyz/,1888.0,250.0,Python,34.0,"['ai', 'ai-game', 'education', 'image-generation', 'llm', 'video-generation', 'voice-generation']",2025-03-03T08:49:13Z
jaidevshriram,realmdreamer,User,False,https://realmdreamer.github.io/,358724.0,260.0,Python,13.0,[],2024-04-09T18:39:40Z
RapidAI,RapidOCR,Organization,False,https://rapidai.github.io/RapidOCRDocs,20568.0,3931.0,Python,424.0,"['chineseocr', 'crnn', 'dbnet', 'easyocr', 'ocr', 'onnxocr', 'onnxruntime', 'openvino', 'paddleocr', 'rapidocr']",2021-01-04T08:02:09Z
yuruotong1,autoMate,User,False,,89499.0,3176.0,Python,403.0,"['agent', 'ai', 'computeruse', 'deepseek', 'manus', 'ollama', 'omniparser', 'openai', 'openmanus', 'response', 'rpa']",2024-01-20T03:04:09Z
CUT3R,CUT3R,Organization,False,https://cut3r.github.io/,88704.0,746.0,Python,31.0,[],2025-01-27T22:29:52Z
timelinize,timelinize,Organization,False,https://timelinize.com,9797.0,885.0,Go,27.0,"['archival', 'data-archiving', 'data-hoarding', 'data-import', 'self-hosted', 'timeline']",2024-08-11T13:27:39Z
yaoppeng,U-Net_v2,User,False,,96561.0,252.0,Python,23.0,[],2023-09-07T05:32:57Z
scaleoutsystems,fedn,Organization,False,https://docs.scaleoutsystems.com,372725.0,153.0,Python,35.0,"['edge-ai', 'edge-ml', 'federated-learning', 'federated-machine-learning', 'fedml', 'fleet-learning', 'keras-tensorflow', 'pytorch', 'scikit-learn', 'tensorflow']",2020-07-14T14:13:55Z
zhulinyv,Semi-Auto-NovelAI-to-Pixiv,User,False,,135820.0,263.0,Python,28.0,"['automation', 'batch', 'batch-script', 'chatgpt', 'gradio', 'novelai', 'pixiv', 'python', 'stable-diffusion-webui', 'waifu2x', 'webui']",2024-03-24T02:38:43Z
3DTopia,Phidias-Diffusion,Organization,False,https://RAG-3D.github.io/,22263.0,253.0,Python,9.0,"['3d-to-3d', 'diffusion-models', 'image-to-3d', 'multi-view-generation', 'retrieval-augmented-generation', 'text-to-3d']",2024-09-14T13:56:09Z
smthemex,ComfyUI_Sonic,User,False,,5332.0,872.0,Python,80.0,[],2025-02-07T06:28:05Z
open-thought,reasoning-gym,Organization,False,,10427.0,566.0,Python,57.0,[],2025-01-23T08:39:53Z
shobrook,weightgain,User,False,,557.0,100.0,Python,3.0,"['adapter', 'embedding-models', 'embeddings', 'lora', 'openai']",2025-02-25T22:17:43Z
helblazer811,ConceptAttention,User,False,,30261.0,215.0,Jupyter Notebook,8.0,[],2025-01-30T22:53:47Z
NingpingMou,FastDrop,User,False,,136990.0,150.0,Python,100.0,[],2023-02-13T06:44:32Z
Ola-Omni,Ola,Organization,False,https://ola-omni.github.io,183.0,334.0,Python,16.0,[],2025-02-03T18:24:57Z
openclimatefix,graph_weather,Organization,False,,5732.0,232.0,Python,64.0,"['forecasting-models', 'graph-neural-networks', 'pytorch', 'weather']",2022-02-21T10:52:02Z
mit-acl,ROMAN,Organization,False,,6670.0,188.0,Python,13.0,[],2024-12-13T17:27:43Z
attashe,ComfyUI-FluxRegionAttention,User,False,,13212.0,123.0,Python,6.0,[],2024-10-13T01:48:07Z
bowang-lab,MedRAX,Organization,False,https://bowang-lab.github.io/MedRAX/,82181.0,575.0,Python,115.0,"['agent', 'agentic-ai', 'agentic-framework', 'chest-xray', 'chest-xrays', 'healthcare', 'langchain', 'medical', 'medical-imaging', 'reasoning-agent']",2025-02-06T15:51:23Z
ZihanWang314,CoE,User,False,https://github.com/ZihanWang314/CoE,18675.0,156.0,Python,20.0,[],2025-02-25T22:28:14Z
megaease,easevoice-trainer,Organization,False,,10218.0,199.0,Python,10.0,"['speech-training', 'text-to-speech', 'tts', 'voice-cloning']",2025-01-07T13:49:22Z
willccbb,verifiers,User,False,,154.0,817.0,Python,92.0,[],2025-01-22T12:58:34Z
facebookresearch,FlowDec,Organization,False,,140.0,130.0,Python,14.0,[],2025-02-19T19:40:13Z
YuvrajSingh-mist,Paper-Replications,User,False,,254261.0,158.0,Jupyter Notebook,10.0,[],2024-06-14T13:39:43Z
huggingface,text-generation-inference,Organization,False,http://hf.co/docs/text-generation-inference,13595.0,10033.0,Python,1184.0,"['bloom', 'deep-learning', 'falcon', 'gpt', 'inference', 'nlp', 'pytorch', 'starcoder', 'transformer']",2022-10-08T10:26:28Z
chenllliang,DreamEngine,User,False,,11726.0,104.0,Python,3.0,[],2025-02-23T12:56:59Z
datawhalechina,unlock-deepseek,Organization,False,https://datawhalechina.github.io/unlock-deepseek,11433.0,625.0,Python,52.0,[],2025-01-30T05:51:08Z
sofi444,realtime-transcription-fastrtc,User,False,,42.0,623.0,Python,74.0,[],2025-03-01T16:28:41Z
RUCAIBox,R1-Searcher,Organization,False,,12711.0,457.0,Python,30.0,[],2025-02-26T16:09:56Z
tsinghua-fib-lab,agentsociety,Organization,False,https://agentsociety.readthedocs.io/en/latest/,265426.0,253.0,Python,40.0,[],2025-02-06T05:09:18Z
hhaentze,MRSegmentator,User,False,,1574.0,121.0,Jupyter Notebook,18.0,[],2024-01-04T13:32:31Z
stacklok,codegate,Organization,False,https://codegate.ai,46209.0,629.0,Python,77.0,"['ai', 'ai-gateway', 'aisecurity', 'artificial-intelligence', 'claude', 'cline', 'codegen', 'copilot', 'developer-productivity', 'developer-tools', 'generative-ai', 'ide', 'jetbrains', 'llm', 'ollama', 'openai', 'privacy', 'python', 'security', 'vscode']",2024-11-11T12:53:47Z
Blaizzy,mlx-audio,User,False,,3335.0,484.0,Python,58.0,"['apple-silicon', 'audio-processing', 'mlx', 'multimodal', 'speech-recognition', 'speech-synthesis', 'speech-to-text', 'text-to-speech', 'transformers']",2024-11-27T21:14:34Z
apple,ml-cubifyanything,Organization,False,,1642.0,240.0,Python,5.0,[],2025-03-20T23:15:48Z
eai-lab,On-device-Sora,User,False,,117551.0,114.0,Python,14.0,[],2025-02-04T13:00:17Z
infiniflow,ragflow,Organization,False,https://ragflow.io,75449.0,49657.0,TypeScript,4686.0,"['agent', 'agents', 'ai-search', 'chatbot', 'chatgpt', 'deep-learning', 'deepseek', 'deepseek-r1', 'document-parser', 'document-understanding', 'genai', 'graphrag', 'llm', 'nlp', 'ollama', 'pdf-to-text', 'rag', 'retrieval-augmented-generation', 'table-structure-recognition', 'text2sql']",2023-12-12T06:13:13Z
smthemex,ComfyUI_DiffuEraser,User,False,,3993.0,112.0,Python,4.0,[],2025-01-25T08:38:43Z
yafuly,TPO,User,False,,4845.0,111.0,Jupyter Notebook,9.0,[],2025-01-14T02:50:41Z
brendanhogan,DeepSeekRL-Extended,User,False,,1404.0,183.0,Python,18.0,[],2025-02-04T19:46:36Z
huggingface,kernels,Organization,False,,163.0,115.0,Python,6.0,[],2024-11-29T15:46:13Z
joanrod,star-vector,User,False,https://starvector.github.io,6604.0,3655.0,Python,191.0,"['llm', 'multimodal-large-language-models', 'svg', 'vlm']",2023-12-11T03:53:55Z
CompVis,discrete-interpolants,Organization,False,https://compvis.github.io/mask/,839829.0,115.0,Jupyter Notebook,6.0,"['diffusion', 'discrete-state', 'flow-matching', 'stochastic-interpolant']",2024-10-22T18:13:50Z
Diouo,MotionLab,User,False,,7993.0,111.0,Python,3.0,"['motion', 'motion-generation', 'motion-generator', 'text-to-motion']",2025-02-04T13:41:21Z
BraveGroup,LAW,Organization,False,,871.0,156.0,Python,9.0,[],2024-06-12T06:07:46Z
SNOWTEAM2023,MedRAG,Organization,False,,3790.0,138.0,Python,25.0,[],2025-02-04T11:41:09Z
lmgame-org,GamingAgent,Organization,False,,248484.0,563.0,Python,60.0,[],2025-02-27T04:19:23Z
mathLab,PINA,Organization,False,https://mathlab.github.io/PINA/,142253.0,472.0,Python,73.0,"['deep-learning', 'differential-equations', 'equation-learning', 'hacktoberfest', 'lightining', 'machine-learning', 'modeling', 'neural-networks', 'neural-operators', 'ode', 'pde', 'physics-informed', 'physics-informed-neural-networks', 'pinn', 'python', 'pytorch', 'pytorch-lightning', 'torch-geometric']",2021-11-29T14:09:16Z
bytedance,InfiniteYou,Organization,False,https://bytedance.github.io/InfiniteYou/,14174.0,2015.0,Python,183.0,"['diffusers', 'diffusion', 'diffusion-transformer', 'face', 'flux', 'identity-preserving', 'image-editing', 'image-generation', 'personalization', 'pytorch', 'research', 'text-to-image']",2025-02-14T03:55:31Z
